Date,Close
2016-03-07,73.0
2016-03-08,71.45
2016-03-09,74.73
2016-03-10,75.63
2016-03-11,76.15
2016-03-14,75.89
2016-03-15,75.9
2016-03-16,76.81
2016-03-17,78.01
2016-03-18,78.65
2016-03-21,77.65
2016-03-22,76.89
2016-03-23,75.35
2016-03-24,76.37
2016-03-28,76.23
2016-03-29,76.74
2016-03-30,76.69
2016-03-31,76.81
2016-04-01,75.89
2016-04-04,75.22
2016-04-05,74.61
2016-04-06,76.36
2016-04-07,76.32
2016-04-08,77.56
2016-04-11,76.68
2016-04-12,78.51
2016-04-13,78.58
2016-04-14,78.89
2016-04-15,78.28
2016-04-18,79.47
2016-04-19,80.92
2016-04-20,81.87
2016-04-21,81.64
2016-04-22,82.13
2016-04-25,81.73
2016-04-26,82.36
2016-04-27,83.61
2016-04-28,82.45
2016-04-29,82.27
2016-05-02,83.18
2016-05-03,81.58
2016-05-04,80.99
2016-05-05,81.66
2016-05-06,82.01
2016-05-09,80.79
2016-05-10,81.54
2016-05-11,81.43
2016-05-12,82.22
2016-05-13,81.11
2016-05-16,82.36
2016-05-17,81.97
2016-05-18,81.41
2016-05-19,81.24
2016-05-20,81.19
2016-05-23,80.86
2016-05-24,81.52
2016-05-25,82.8
2016-05-26,82.58
2016-05-27,83.01
2016-05-31,82.18
2016-06-01,82.28
2016-06-02,81.8
2016-06-03,81.9
2016-06-06,82.32
2016-06-07,84.07
2016-06-08,83.88
2016-06-09,83.65
2016-06-10,82.98
2016-06-13,83.07
2016-06-14,82.41
2016-06-15,81.88
2016-06-16,82.23
2016-06-17,82.64
2016-06-20,83.49
2016-06-21,84.0
2016-06-22,83.23
2016-06-23,84.98
2016-06-24,82.91
2016-06-27,81.66
2016-06-28,82.69
2016-06-29,84.15
2016-06-30,85.29
2016-07-01,84.74
2016-07-05,84.27
2016-07-06,85.09
2016-07-07,83.85
2016-07-08,85.25
2016-07-11,85.75
2016-07-12,86.88
2016-07-13,86.77
2016-07-14,86.82
2016-07-15,87.08
2016-07-18,86.32
2016-07-19,86.28
2016-07-20,85.91
2016-07-21,85.75
2016-07-22,85.97
2016-07-25,83.86
2016-07-26,83.54
2016-07-27,83.2
2016-07-28,82.82
2016-07-29,83.38
2016-08-01,80.64
2016-08-02,81.03
2016-08-03,81.86
2016-08-04,81.68
2016-08-05,81.78
2016-08-08,82.34
2016-08-09,82.44
2016-08-10,81.48
2016-08-11,82.5
